TRIP
DATE 2014-05-08 
DECLINATION     0.00
DATA
1.0	1.1	227.80	-18.11	9.126	>
1.1		152.81	24.48	2.640	>
1.1		333.87	3.76	7.561	>
1.1		193.61	84.64	11.880	>
1.1		127.65	-87.41	0.980	>
1.1		220.94	43.52	17.990	>
1.1		252.34	28.06	16.080	>
1.1		282.28	4.19	9.950	>
1.1		121.73	54.05	14.720	>
1.1		83.81	29.82	13.850	>
1.1		49.76	-8.09	3.561	>
1.1		52.41	47.52	10.560	>
1.1		21.01	18.53	7.600	>
1.1		345.18	-10.73	6.770	>
1.1		315.76	-34.14	3.471	>
1.1		313.70	22.22	9.900	>
1.1		282.29	11.12	9.989	>
1.1		349.17	33.83	9.580	>
1.1		336.36	63.61	10.380	>
1.1	1.2	279.69	-22.16	8.489	>
1.2		257.59	3.78	0.970	>
1.2		34.74	-9.44	2.311	>
1.2		327.65	43.07	3.390	>
1.2		101.31	-86.44	1.150	>
1.2		355.94	-47.48	11.500	>
1.888	1.2	176.43	46.31	11.099	>
1.889	1.888	104.96	45.75	9.806	>
1.889		27.89	6.13	2.671	>
1.889		170.67	18.58	0.540	>
1.889		15.15	74.24	6.480	>
1.889		167.42	-84.38	1.360	>
1.889		277.10	-13.83	8.590	>
1.889		255.43	14.40	12.621	>
1.889		239.66	14.19	12.479	>
1.889		270.39	52.02	10.510	>
1.889		308.90	-16.75	9.400	>
1.889		343.65	-13.84	3.769	>
1.889		185.48	2.65	1.950	>
1.890	1.889	125.80	17.71	9.019	>
1.890		280.41	5.50	0.250	>
1.890		98.39	5.64	5.540	>
1.890		18.37	84.71	8.850	>
1.890		244.46	-81.26	1.480	>
1.891	1.890	235.74	8.44	5.569	>
1.891		323.32	11.67	2.150	>
1.891		117.89	7.65	1.600	>
1.891		296.23	85.83	3.170	>
1.891		325.88	-84.22	1.450	>
1.891	1.892	47.08	-41.26	8.973	>
1.892	1.893	292.80	-1.31	4.300	>
1.890	1.894	172.63	27.57	11.520	>
1.894		203.38	3.31	3.390	>
1.894		330.65	0.62	4.930	>
1.894		299.98	77.98	1.480	>
1.894		227.40	-83.79	1.720	>
1.894	1.895	300.13	1.73	8.319	>
1.895		222.65	3.52	0.830	>
1.895		22.94	9.13	0.990	>
1.895		343.11	85.27	0.710	>
1.895		289.18	-72.31	0.240	>
1.895	1.896	298.99	-9.79	3.377	>
1.896		212.47	3.15	2.690	>
1.896		22.48	3.02	1.919	>
1.896		44.30	81.40	1.550	>
1.896		196.16	-84.65	0.770	>
1.896	1.897	279.42	-17.13	7.959	>
1.897		226.27	13.68	2.330	>
1.897		23.92	4.51	4.670	>
1.897		31.98	82.68	6.280	>
1.897		209.55	-81.49	1.219	>
1.897	1.898	74.06	1.04	6.630	>
1.898		296.44	-4.58	2.280	>
1.898		95.07	5.51	0.250	>
1.898		354.20	70.89	1.210	>
1.898		42.05	-84.29	1.380	>
1.898	1.899	344.08	-15.73	3.593	>
1.899		304.35	7.74	0.290	>
1.899		144.85	15.10	1.700	>
1.899		141.46	61.22	0.900	>
1.899		177.21	-86.32	0.640	>
1.899	1.900	57.94	-0.59	2.636	>
1.900		74.72	-80.96	5.820	>
1.897	1.901	322.26	-31.68	12.720	>
1.901		247.89	6.52	4.040	>
1.901		76.78	8.59	2.940	>
1.901		315.88	83.95	9.611	>
1.901		101.89	-83.63	0.350	>
1.901		187.19	35.86	5.541	>
1.901		252.67	46.18	7.600	>
1.901		191.29	-33.85	5.940	>
1.901		303.01	2.63	18.019	>
1.901		359.31	14.85	25.569	>
1.901		18.96	-3.03	8.290	>
1.901	1.902	304.31	-25.33	18.763	>
1.902		279.12	-9.17	3.099	>
1.902		93.56	16.25	4.460	>
1.902		147.14	85.58	11.650	>
1.902		121.36	-85.12	0.880	>
1.902		198.72	7.60	14.950	>
1.902		219.11	23.09	5.860	>
1.902		181.02	42.35	13.560	>
1.902		149.05	41.93	6.000	>
1.902		126.42	67.41	10.960	>
1.902		331.72	3.36	1.330	>
1.902		9.48	-15.08	8.560	>
1.902		31.41	-10.28	7.290	>
1.902		49.35	29.76	5.850	>
1.902		39.30	65.54	9.690	>
1.902	1.903	15.59	14.86	6.543	>
1.903		277.09	7.35	0.360	>
1.903		100.98	2.13	1.991	>
1.903		196.60	77.51	10.160	>
1.903		134.29	-81.77	0.800	>
1.903	1.904	20.78	-4.65	9.637	>
1.904		281.71	4.99	3.531	>
1.904		108.07	13.46	0.610	>
1.904		10.57	77.54	9.450	>
1.904		333.32	-76.46	0.980	>
1.904	1.905	29.58	-10.52	8.679	>
1.905		292.19	18.05	4.011	>
1.905		110.28	5.44	2.130	>
1.905		6.59	82.70	4.320	>
1.905		287.24	-83.29	1.560	>
1.905	1.906	65.17	-33.61	2.253	>
1.906		297.59	8.71	2.020	>
1.906		118.92	6.82	1.970	>
1.906		323.24	82.65	4.010	>
1.906		259.00	-79.68	0.410	>
1.906		351.90	18.49	21.780	>
1.906		0.18	-6.74	14.290	>
1.906		93.19	3.77	3.300	>
1.906		75.19	-4.46	3.280	>
1.906		83.63	6.37	12.280	>
1.904	1.907	311.86	-16.97	17.070	>
1.907		185.85	12.40	2.570	>
1.907		335.04	13.59	1.889	>
1.907		277.75	71.57	1.360	>
1.907		149.62	-85.18	0.400	>
1.907	1.908	240.04	26.94	6.000	>
1.908		255.03	9.44	0.859	>
1.908		37.23	7.09	1.361	>
1.908		227.45	86.03	2.630	>
1.908		208.32	-80.29	0.950	>
1.908	1.909	329.99	39.22	7.536	>
1.909		255.90	9.41	1.640	>
1.909		69.92	12.95	2.400	>
1.909		48.28	85.56	3.510	>
1.909		338.65	-59.22	0.510	>
1.909	1.910	334.25	39.73	3.816	>
1.910		274.71	7.45	2.150	>
1.910		75.07	14.22	0.240	>
1.910		266.97	69.45	12.670	>
1.910		280.30	-78.83	1.500	>
1.910	1.911	328.21	-17.25	4.559	>
1.911		264.16	17.80	1.580	>
1.911		77.89	4.75	9.860	>
1.911		24.06	75.61	9.960	>
1.911		312.88	-75.77	0.699	>
1.911		342.52	-6.77	10.890	>
1.911		18.43	-1.57	5.270	>
1.911		42.96	3.28	11.540	>
1.911		92.77	2.78	12.020	>
1.911		122.18	19.26	8.290	>
1.911		104.98	46.49	13.520	>
1.911		54.84	74.98	14.559	>
1.911		328.26	52.72	11.810	>
1.911		303.49	16.27	15.630	>
1.911		330.67	2.07	16.210	>
1.911		352.51	-12.91	10.880	>
1.911		269.49	54.53	11.680	>
1.911		185.25	68.52	14.330	>
1.911		197.69	36.66	3.770	>
1.911	1.912	313.25	9.80	9.820	>
1.912		252.97	18.59	4.290	>
1.912		32.74	-0.73	2.131	>
1.912		2.02	74.82	9.650	>
1.912		259.68	-72.03	1.140	>
1.912	1.913	328.09	0.99	13.013	>
1.913		266.48	26.75	2.550	>
1.913		49.50	6.69	2.550	>
1.913		289.59	76.43	10.640	>
1.913		39.29	-56.17	1.481	>
1.913	1.914	346.70	2.95	6.753	>
1.914		191.46	3.17	2.550	>
1.914		39.06	4.41	2.330	>
1.914		198.75	82.87	7.970	>
1.914		126.87	-87.56	0.470	>
1.914	1.915	268.82	21.05	17.776	>
1.915		141.72	1.28	2.960	>
1.915		6.62	20.48	1.749	>
1.915		61.86	74.56	5.971	>
1.915		113.21	-63.22	1.070	>
1.915		146.39	-44.64	5.871	>
1.915	1.916	239.15	6.21	3.023	>
1.916		149.32	-4.08	4.390	>
1.916		346.32	11.89	0.670	>
1.916		229.72	83.93	31.150	>
1.916		90.38	-84.69	1.610	>
1.916		215.93	81.56	31.640	>
1.916		174.14	0.66	1.470	>
1.916		130.33	-45.71	5.720	>
1.916		5.83	2.68	1.371	>
1.916		2.63	68.45	12.940	>
1.916		305.91	71.52	13.720	>

PLAN
STATIONS
-6.426	-5.826	1.1
-14.176	-4.502	1.2
-14.653	3.150	1.888
-21.264	4.917	1.889
-28.232	9.943	1.890
-23.679	13.044	1.891
-18.739	17.637	1.892
-22.702	19.303	1.893
-26.923	-0.184	1.894
-34.115	3.990	1.895
-37.026	5.603	1.896
-44.529	6.848	1.897
-38.155	8.669	1.898
-39.104	11.995	1.899
-36.870	13.394	1.900
-51.155	15.408	1.901
-65.163	24.968	1.902
-63.463	31.059	1.903
-60.055	40.039	1.904
-55.842	47.460	1.905
-54.139	48.248	1.906
-72.215	50.933	1.907
-76.849	48.262	1.908
-79.769	53.318	1.909
-81.044	55.961	1.910
-83.338	59.662	1.911
-90.386	66.292	1.912
-97.263	77.337	1.913
-98.814	83.900	1.914
-115.400	83.559	1.915
-117.980	82.018	1.916
SHOTS
-115.400	83.559	-117.980	82.018
-117.980	82.018	-121.503	84.569
-117.980	82.018	-117.762	86.766
-117.980	82.018	-117.841	83.380
-117.980	82.018	-114.935	79.433
-117.980	82.018	-117.830	80.556
-117.980	82.018	-120.706	78.256
-117.980	82.018	-117.831	82.017
-117.980	82.018	-120.493	79.888
-117.980	82.018	-118.135	82.655
-117.980	82.018	-115.746	78.252
-98.814	83.900	-115.400	83.559
-115.400	83.559	-113.088	80.080
-115.400	83.559	-114.957	83.369
-115.400	83.559	-113.998	84.309
-115.400	83.559	-115.211	85.187
-115.400	83.559	-113.567	81.236
